"tourney_name","link_name","surface","location","draw_size","tourney_level","tourney_date","match_num","p1_seed","p1_entry","p1_name","p1_rank","p1_rank_pts","p1_country","p1_birthdate","p1_age","p1_turned_pro","p1_wgt","p1_hgt","p1_hand","p1_backhand","p2_seed","p2_entry","p2_name","p2_rank","p2_rank_pts","p2_country","p2_birthdate","p2_age","p2_turned_pro","p2_wgt","p2_hgt","p2_hand","p2_backhand","score","best_of","round","minutes","p1_ace","p1_df","p1_svpt","p1_1stIn","p1_1stWon","p1_2ndWon","p1_SvGms","p1_bpSaved","p1_bpFaced","p2_ace","p2_df","p2_svpt","p2_1stIn","p2_1stWon","p2_2ndWon","p2_SvGms","p2_bpSaved","p2_bpFaced"
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,271,16,,"Frances Tiafoe",41,1080,"USA",1998-01-20,21.514031485,2015,77,188,"R","Two-Handed",,,"Alexander Bublik",71,819,"KAZ",1997-06-17,22.108145106,2014,76,196,"R","Two-Handed","6-1 7-6(5)",3,"Round of 32",79,5,3,70,44,29,14,10,4,6,5,10,63,33,21,11,9,3,7
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,270,,"L","Norbert Gombos",132,418,"SVK",1990-08-13,28.952772074,2009,86,193,"R","Two-Handed",,,"Adrian Mannarino",64,861,"FRA",1988-06-29,31.074606434,2004,70,180,"L","Two-Handed","6-4 7-6(9)",3,"Round of 32",108,6,2,74,43,35,16,11,3,5,7,4,72,33,28,21,11,2,5
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,269,,,"Alexander Bublik",71,819,"KAZ",1997-06-17,22.108145106,2014,76,196,"R","Two-Handed",,,"Bradley Klahn",94,588,"USA",1990-08-20,28.933607118,2012,75,183,"L","Two-Handed","7-6(5) 6-3",3,"Round of 64",87,7,7,75,37,30,20,11,5,6,4,5,66,33,20,20,10,2,4
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,268,,,"Marius Copil",84,647,"ROU",1990-10-17,28.774811773,2008,87,191,"R","One-Handed",,"Q","Mikael Torpegaard",177,301,"DEN",1994-05-08,25.2183436,,85,193,"R","Two-Handed","6-1 5-7 6-3",3,"Round of 64",120,2,5,92,56,41,16,14,6,10,13,6,85,39,35,25,14,4,5
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,267,,"W","Bjorn Fratangelo",123,452,"USA",1993-07-19,26.020533881,2012,79,183,"R","Two-Handed",,,"Ivo Karlovic",81,659,"CRO",1979-02-28,40.407939767,2000,104,211,"R","One-Handed","6-4 6-7(14) 7-6(5)",3,"Round of 64",152,11,5,118,60,53,36,17,4,4,31,8,113,69,61,25,17,2,3
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,266,,"L","Peter Gojowczyk",122,465,"GER",1989-07-15,30.031485284,2006,83,188,"R","Two-Handed",,,"Andrey Rublev",78,716,"RUS",1997-10-20,21.765913758,2014,70,188,"R","Two-Handed","7-6(6) 4-6 7-6(2)",3,"Round of 64",144,15,6,122,76,53,22,17,6,9,17,5,124,71,47,28,17,11,15
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,265,,,"Lloyd Harris",82,652,"RSA",1997-02-24,22.417522245,2015,80,196,"R","Two-Handed",,,"Ricardas Berankis",75,749,"LTU",1990-06-21,29.097878166,2007,70,175,"R","Two-Handed","4-6 6-3 6-1",3,"Round of 64",113,17,6,78,49,38,15,13,0,1,1,5,71,35,26,18,13,5,9
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,264,,,"Hubert Hurkacz",44,1023,"POL",1997-02-11,22.453114305,,79,196,"R","Two-Handed",,"Q","Donald Young",190,279,"USA",1989-07-23,30.009582478,2004,79,183,"L","Two-Handed","6-1 6-4",3,"Round of 64",63,5,3,57,35,27,12,9,6,7,1,2,47,27,13,11,8,5,9
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,263,,,"Miomir Kecmanovic",66,854,"SRB",1999-08-31,19.904175222,2017,75,183,"R","Two-Handed",,,"Alexei Popyrin",95,588,"AUS",1999-08-05,19.975359343,,78,196,"R","Two-Handed","7-6(6) 6-3",3,"Round of 64",92,4,2,79,33,24,32,11,6,6,7,5,66,36,30,15,10,3,4
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,262,,,"Nick Kyrgios",48,1000,"AUS",1995-04-27,24.249144422,2013,85,193,"R","Two-Handed",,"Q","Thai-Son Kwiatkowski",208,244,"USA",1995-02-13,24.449007529,2017,75,188,"R","Two-Handed","7-5 6-4",3,"Round of 64",92,9,7,77,45,33,13,11,2,5,15,3,71,41,36,11,11,2,3
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,261,,,"Adrian Mannarino",64,861,"FRA",1988-06-29,31.074606434,2004,70,180,"L","Two-Handed",,"L","Ilya Ivashka",126,434,"BLR",1994-02-24,25.418206708,2013,83,191,"R","Two-Handed","7-6(3) 6-3",3,"Round of 64",114,7,0,74,45,35,15,10,4,6,8,2,84,49,33,14,11,7,11
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,260,,,"Yoshihito Nishioka",73,776,"JPN",1995-09-27,23.830253251,2014,64,170,"L","Two-Handed",,,"Daniel Evans",55,942,"GBR",1990-05-23,29.177275838,2006,75,175,"R","One-Handed","6-4 6-1",3,"Round of 64",66,3,2,53,34,20,7,9,5,10,5,1,45,28,19,12,8,1,2
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,259,,,"Reilly Opelka",57,937,"USA",1997-08-28,21.911019849,2015,100,211,"R","Two-Handed",,"W","Christopher Eubanks",184,292,"USA",1996-05-05,23.225188227,2017,82,201,"R","One-Handed","6-4 7-6(3)",3,"Round of 64",79,16,5,66,38,33,18,11,3,3,6,1,56,37,32,13,11,1,2
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,258,,"W","Tommy Paul",128,427,"USA",1997-05-17,22.19301848,2015,78,185,"R","Two-Handed",,,"Denis Kudla",101,565,"USA",1992-08-17,26.940451745,2010,75,180,"R","Two-Handed","6-0 6-4",3,"Round of 64",57,1,2,48,24,10,9,8,4,9,9,2,43,28,21,10,8,0,1
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,257,,"Q","Marc Polmans",179,301,"AUS",1997-05-02,22.234086242,2015,78,188,"R","Two-Handed",,,"Malek Jaziri",103,557,"TUN",1984-01-20,35.515400411,2003,82,185,"R","Two-Handed","6-2 6-4",3,"Round of 64",99,2,6,78,37,23,17,9,9,13,2,2,57,38,29,8,9,4,5
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,256,,"Q","Tim Smyczek",282,135,"USA",1987-12-30,31.572895277,2006,73,175,"R","Two-Handed",,,"Matthew Ebden",100,571,"AUS",1987-11-26,31.665982204,2006,80,188,"R","Two-Handed","6-4 6-4",3,"Round of 64",75,3,5,57,34,22,10,10,3,7,1,1,65,45,31,10,10,5,7
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,255,,,"Jordan Thompson",43,1037,"AUS",1994-04-20,25.267624914,2013,73,183,"R","Two-Handed",,"W","Jack Sock",180,300,"USA",1992-09-24,26.836413415,2011,84,191,"R","Two-Handed","7-5 6-3",3,"Round of 64",90,6,4,53,28,19,11,10,2,6,6,4,63,43,29,12,11,2,4
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,254,,,"Jo-Wilfried Tsonga",68,840,"FRA",1985-04-17,34.275154004,2004,91,188,"R","Two-Handed",,"Q","Brayden Schnur",97,578,"CAN",1995-07-04,24.062970568,2016,84,193,"R","Two-Handed","6-4 7-6(2)",3,"Round of 64",88,4,2,68,48,34,11,11,3,4,18,2,61,42,37,10,11,0,0
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,253,1,,"Brayden Schnur",97,578,"CAN",1995-07-04,24.062970568,2016,84,193,"R","Two-Handed",,,"Gleb Sakharov",256,166,"FRA",1988-06-10,31.126625599,2005,80,185,"R","Two-Handed","4-6 6-2 6-4",3,"2nd Round Qualifying",141,5,3,92,60,43,16,14,3,6,7,4,99,68,44,11,14,6,11
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,252,12,,"Donald Young",190,279,"USA",1989-07-23,30.009582478,2004,79,183,"L","Two-Handed",2,,"Peter Gojowczyk",122,465,"GER",1989-07-15,30.031485284,2006,83,188,"R","Two-Handed","2-6 6-3 6-4",3,"2nd Round Qualifying",114,11,5,106,57,42,19,13,11,15,4,8,92,56,37,16,14,2,6
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,251,9,,"Mikael Torpegaard",177,301,"DEN",1994-05-08,25.2183436,,85,193,"R","Two-Handed",3,,"Ilya Ivashka",126,434,"BLR",1994-02-24,25.418206708,2013,83,191,"R","Two-Handed","4-6 6-4 6-3",3,"2nd Round Qualifying",114,3,2,74,36,27,20,14,1,5,6,5,90,50,36,24,15,7,10
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,250,,,"Tim Smyczek",282,135,"USA",1987-12-30,31.572895277,2006,73,175,"R","Two-Handed",4,,"Norbert Gombos",132,418,"SVK",1990-08-13,28.952772074,2009,86,193,"R","Two-Handed","7-6(5) 5-7 6-3",3,"2nd Round Qualifying",143,11,6,103,63,45,23,16,7,10,15,6,117,72,56,20,17,6,9
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,249,,,"Thai-Son Kwiatkowski",208,244,"USA",1995-02-13,24.449007529,2017,75,188,"R","Two-Handed",5,,"Viktor Troicki",155,359,"SRB",1986-02-10,33.456536619,2006,86,193,"R","Two-Handed","6-3 6-7(5) 6-4",3,"2nd Round Qualifying",125,10,5,109,72,51,15,15,10,14,15,5,95,53,42,21,16,0,2
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,248,10,,"Marc Polmans",179,301,"AUS",1997-05-02,22.234086242,2015,78,188,"R","Two-Handed",6,,"Nicolas Mahut",158,354,"FRA",1982-01-21,37.511293634,2000,80,191,"R","One-Handed","6-7(3) 6-2 6-4",3,"2nd Round Qualifying",151,12,6,115,71,50,21,15,10,14,9,5,101,65,48,20,15,5,6
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,247,5,,"Viktor Troicki",155,359,"SRB",1986-02-10,33.456536619,2006,86,193,"R","Two-Handed",,"W","Andrew Fenty",,,"USA",,,,,,"U","Unknown","4-6 6-1 7-5",3,"1st Round Qualifying",106,13,2,79,45,39,19,15,3,5,3,2,78,52,33,18,14,3,7
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,246,6,,"Nicolas Mahut",158,354,"FRA",1982-01-21,37.511293634,2000,80,191,"R","One-Handed",,"W","Robert Maciag",,,"USA",,,,,,"U","Unknown","6-1 6-3",3,"1st Round Qualifying",58,6,0,38,20,17,15,8,0,0,0,2,47,27,13,10,8,3,7
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,245,,,"Gleb Sakharov",256,166,"FRA",1988-06-10,31.126625599,2005,80,185,"R","Two-Handed",7,,"Michael Mmoh",164,335,"USA",1998-01-10,21.541409993,2016,85,185,"R","Two-Handed","6-4 7-6(3)",3,"1st Round Qualifying",99,4,1,63,42,35,13,11,0,0,2,2,63,48,34,10,11,2,3
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,244,,,"Thai-Son Kwiatkowski",208,244,"USA",1995-02-13,24.449007529,2017,75,188,"R","Two-Handed",8,,"Noah Rubin",168,328,"USA",1996-02-21,23.427789185,2015,68,175,"R","Two-Handed","7-5 4-6 6-1",3,"1st Round Qualifying",113,14,2,72,35,32,22,15,1,3,6,3,96,55,35,19,14,9,13
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,243,9,,"Mikael Torpegaard",177,301,"DEN",1994-05-08,25.2183436,,85,193,"R","Two-Handed",,,"Alexis Galarneau",407,33,"CAN",1999-03-02,20.402464066,,79,183,"R","Two-Handed","6-4 2-6 6-4",3,"1st Round Qualifying",115,2,2,94,58,35,17,14,1,6,8,2,85,45,28,22,14,4,9
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,242,10,,"Marc Polmans",179,301,"AUS",1997-05-02,22.234086242,2015,78,188,"R","Two-Handed",,,"Jamie Cerretani",,,"USA",1981-10-02,37.815195072,2005,79,185,"L","One-Handed","6-0 6-3",3,"1st Round Qualifying",53,0,4,36,21,9,5,7,1,6,8,5,46,27,24,7,8,1,2
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,241,,,"Tim Smyczek",282,135,"USA",1987-12-30,31.572895277,2006,73,175,"R","Two-Handed",11,,"Ramkumar Ramanathan",185,284,"IND",1994-11-08,24.714579055,,77,188,"R","Two-Handed","6-4 6-2",3,"1st Round Qualifying",59,2,1,47,29,26,12,9,2,2,6,3,51,29,18,12,9,0,3
"Citi Open","Washington","Hard","Washington, United States",48,"CATEGORYSTAMPS_500",2019-07-27,240,12,,"Donald Young",190,279,"USA",1989-07-23,30.009582478,2004,79,183,"L","Two-Handed",,"W","Nicholas Reyes",,,"USA",1995-01-17,24.5229295,,83,188,"R","One-Handed","6-2 6-0",3,"1st Round Qualifying",48,4,4,42,27,14,4,7,4,9,3,4,45,25,20,11,7,1,1
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,300,3,,"Alex de Minaur",33,1285,"AUS",1999-02-17,20.424366872,2015,69,180,"R","Two-Handed",2,,"Taylor Fritz",30,1320,"USA",1997-10-28,21.730321697,2015,84,193,"R","Two-Handed","6-3 7-6(2)",3,"Final",77,8,5,54,31,29,15,10,0,0,9,2,63,38,33,8,11,2,4
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,299,2,,"Taylor Fritz",30,1320,"USA",1997-10-28,21.730321697,2015,84,193,"R","Two-Handed",,,"Cameron Norrie",54,950,"GBR",1995-08-23,23.912388775,2017,82,188,"L","Two-Handed","6-1 3-6 6-3",3,"Semifinals",98,4,4,80,53,34,13,12,4,7,15,3,84,47,36,21,13,1,2
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,298,3,,"Alex de Minaur",33,1285,"AUS",1999-02-17,20.424366872,2015,69,180,"R","Two-Handed",,,"Reilly Opelka",57,937,"USA",1997-08-28,21.897330595,2015,100,211,"R","Two-Handed","7-6(4) 6-7(5) 6-3",3,"Semifinals",148,28,5,118,67,51,27,17,7,9,5,4,93,47,45,27,16,0,0
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,297,2,,"Taylor Fritz",30,1320,"USA",1997-10-28,21.730321697,2015,84,193,"R","Two-Handed",,,"Miomir Kecmanovic",66,854,"SRB",1999-08-31,19.890485969,2017,75,183,"R","Two-Handed","6-1 7-6(1)",3,"Quarterfinals",66,6,1,47,24,19,13,9,1,3,11,4,57,31,28,16,10,0,0
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,296,3,,"Alex de Minaur",33,1285,"AUS",1999-02-17,20.424366872,2015,69,180,"R","Two-Handed",,,"Bernard Tomic",103,549,"AUS",1992-10-21,26.74880219,2008,91,196,"R","Two-Handed","6-2 3-0 (RET)",3,"Quarterfinals",39,8,2,31,22,21,4,6,0,0,5,2,38,23,15,3,5,2,5
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,295,,,"Cameron Norrie",54,950,"GBR",1995-08-23,23.912388775,2017,82,188,"L","Two-Handed",,,"Alexei Popyrin",91,616,"AUS",1999-08-05,19.961670089,,78,196,"R","Two-Handed","7-5 6-4",3,"Quarterfinals",95,6,4,72,45,33,11,11,4,6,8,4,72,44,33,9,11,5,9
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,294,,,"Reilly Opelka",57,937,"USA",1997-08-28,21.897330595,2015,100,211,"R","Two-Handed",,,"Daniel Evans",55,942,"GBR",1990-05-23,29.163586585,2006,75,175,"R","One-Handed","7-6(3) 7-5",3,"Quarterfinals",95,23,2,69,44,36,16,12,0,0,3,2,68,48,37,12,12,2,3
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,293,,,"Reilly Opelka",57,937,"USA",1997-08-28,21.897330595,2015,100,211,"R","Two-Handed",1,,"John Isner",15,2040,"USA",1985-04-26,34.236824093,2007,108,208,"R","Two-Handed","7-6(2) 6-7(5) 7-6(5)",3,"Round of 16",153,33,8,111,71,63,22,18,2,2,31,3,111,66,60,30,18,3,3
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,292,2,,"Taylor Fritz",30,1320,"USA",1997-10-28,21.730321697,2015,84,193,"R","Two-Handed",,"Q","Kevin King",406,34,"USA",1991-02-28,28.394250513,2013,86,191,"L","Two-Handed","6-2 6-3",3,"Round of 16",70,3,8,52,31,21,6,8,1,5,10,2,63,36,27,14,9,1,2
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,291,3,,"Alex de Minaur",33,1285,"AUS",1999-02-17,20.424366872,2015,69,180,"R","Two-Handed",,,"Bradley Klahn",84,661,"USA",1990-08-20,28.919917864,2012,75,183,"L","Two-Handed","6-4 6-4",3,"Round of 16",67,4,2,47,23,21,19,10,0,0,4,4,52,29,22,13,10,0,2
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,290,,,"Alexei Popyrin",91,616,"AUS",1999-08-05,19.961670089,,78,196,"R","Two-Handed",4,,"Pierre-Hugues Herbert",38,1108,"FRA",1991-03-18,28.344969199,2010,75,188,"R","Two-Handed","7-5 6-3",3,"Round of 16",86,7,3,70,37,29,20,11,6,6,4,6,63,32,23,17,10,2,4
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,289,,,"Daniel Evans",55,942,"GBR",1990-05-23,29.163586585,2006,75,175,"R","One-Handed",6,,"Radu Albot",42,1046,"MDA",1989-11-11,29.691991786,2008,69,175,"R","Two-Handed","7-6(5) 5-7 6-2",3,"Round of 16",148,4,10,114,58,49,22,16,15,19,3,6,86,46,32,21,16,1,6
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,288,,,"Miomir Kecmanovic",66,854,"SRB",1999-08-31,19.890485969,2017,75,183,"R","Two-Handed",8,,"Ugo Humbert",48,977,"FRA",1998-06-26,21.070499658,,68,175,"L","Two-Handed","6-2 6-2",3,"Round of 16",77,2,2,62,37,23,8,8,3,7,1,0,50,29,22,14,8,1,1
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,287,,,"Cameron Norrie",54,950,"GBR",1995-08-23,23.912388775,2017,82,188,"L","Two-Handed",,"Q","Soonwoo Kwon",115,482,"KOR",1997-12-02,21.63449692,2015,72,180,"R","Two-Handed","6-3 6-4",3,"Round of 16",70,4,3,53,34,28,12,10,0,0,4,2,48,32,20,12,9,1,3
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,286,,,"Bernard Tomic",103,549,"AUS",1992-10-21,26.74880219,2008,91,196,"R","Two-Handed",,,"Matthew Ebden",110,526,"AUS",1987-11-26,31.65229295,2006,80,188,"R","Two-Handed","6-4 7-6(3)",3,"Round of 16",79,3,10,69,39,31,14,11,1,3,12,1,67,47,37,9,11,1,2
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,285,,,"Bernard Tomic",103,549,"AUS",1992-10-21,26.74880219,2008,91,196,"R","Two-Handed",5,,"Frances Tiafoe",41,1080,"USA",1998-01-20,21.500342231,2015,77,188,"R","Two-Handed","4-6 6-3 7-6(4)",3,"Round of 32",108,20,6,115,67,51,23,16,9,12,11,4,99,70,49,15,15,2,5
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,284,6,,"Radu Albot",42,1046,"MDA",1989-11-11,29.691991786,2008,69,175,"R","Two-Handed",,,"Tennys Sandgren",72,781,"USA",1991-07-22,28,2011,87,188,"R","Two-Handed","6-4 7-6(4)",3,"Round of 32",98,5,5,64,32,25,13,11,0,3,5,2,77,49,34,17,11,8,10
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,283,,,"Cameron Norrie",54,950,"GBR",1995-08-23,23.912388775,2017,82,188,"L","Two-Handed",7,,"Jordan Thompson",43,1037,"AUS",1994-04-20,25.253935661,2013,73,183,"R","Two-Handed","7-6(3) 4-6 6-3",3,"Round of 32",147,11,4,101,71,45,11,15,7,12,13,9,98,62,45,15,16,6,11
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,282,8,,"Ugo Humbert",48,977,"FRA",1998-06-26,21.070499658,,68,175,"L","Two-Handed",,"W","Cole Gromley",,,"USA",,,,,,"U","Unknown","7-6(2) 6-2",3,"Round of 32",75,10,1,53,34,30,15,10,1,1,2,1,64,32,20,19,10,3,5
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,281,,,"Matthew Ebden",110,526,"AUS",1987-11-26,31.65229295,2006,80,188,"R","Two-Handed",,"Q","Kamil Majchrzak",102,550,"POL",1996-01-13,23.520876112,,74,183,"R","Two-Handed","7-6(5) 6-3",3,"Round of 32",93,9,3,82,54,39,10,11,6,8,6,6,63,35,23,13,10,3,6
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,280,,,"Daniel Evans",55,942,"GBR",1990-05-23,29.163586585,2006,75,175,"R","One-Handed",,"Q","Jason Jung",127,433,"TPE",1989-06-15,30.099931554,2011,69,180,"R","Two-Handed","6-1 6-1",3,"Round of 32",57,1,2,35,19,17,11,7,0,0,1,3,49,26,15,6,7,4,9
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,279,,,"Miomir Kecmanovic",66,854,"SRB",1999-08-31,19.890485969,2017,75,183,"R","Two-Handed",,"W","Jack Sock",177,300,"USA",1992-09-24,26.822724162,2011,84,191,"R","Two-Handed","7-6(9) 7-6(5)",3,"Round of 32",113,7,4,78,44,35,23,12,0,1,14,7,87,55,42,19,12,1,2
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,278,,"Q","Kevin King",406,34,"USA",1991-02-28,28.394250513,2013,86,191,"L","Two-Handed",,"W","Grigor Dimitrov",52,952,"BUL",1991-05-16,28.183436003,2008,80,191,"R","One-Handed","7-5 6-4",3,"Round of 32",105,8,8,91,57,34,8,11,16,23,5,9,67,30,22,13,11,3,8
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,277,,,"Bradley Klahn",84,661,"USA",1990-08-20,28.919917864,2012,75,183,"L","Two-Handed",,,"Marius Copil",86,647,"ROU",1990-10-17,28.761122519,2008,87,191,"R","One-Handed","7-6(3) 7-5",3,"Round of 32",88,9,4,66,42,35,19,12,0,0,13,3,72,39,32,20,12,1,2
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,276,,"Q","Soonwoo Kwon",115,482,"KOR",1997-12-02,21.63449692,2015,72,180,"R","Two-Handed",,,"Prajnesh Gunneswaran",89,621,"IND",1989-11-12,29.689253936,,80,188,"L","Two-Handed","6-7(4) 7-5 6-0",3,"Round of 32",151,8,4,100,70,52,19,15,3,3,12,9,129,74,53,24,15,11,15
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,275,,,"Reilly Opelka",57,937,"USA",1997-08-28,21.897330595,2015,100,211,"R","Two-Handed",,,"Alexander Bublik",83,675,"KAZ",1997-06-17,22.094455852,2014,76,196,"R","Two-Handed","6-3 7-6(1)",3,"Round of 32",80,17,3,60,38,31,15,11,0,1,7,3,77,57,33,10,10,10,12
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,274,,,"Alexei Popyrin",91,616,"AUS",1999-08-05,19.961670089,,78,196,"R","Two-Handed",,,"Denis Kudla",100,565,"USA",1992-08-17,26.926762491,2010,75,180,"R","Two-Handed","6-3 6-4",3,"Round of 32",88,9,7,69,40,27,19,10,1,1,4,5,71,37,22,18,9,5,7
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,273,1,,"Kamil Majchrzak",102,550,"POL",1996-01-13,23.520876112,,74,183,"R","Two-Handed",7,,"Tommy Paul",129,427,"USA",1997-05-17,22.179329227,2015,78,185,"R","Two-Handed","7-6(5) 6-4",3,"2nd Round Qualifying",92,3,7,77,38,29,21,11,0,1,6,4,79,48,34,16,11,7,9
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,272,3,,"Soonwoo Kwon",115,482,"KOR",1997-12-02,21.63449692,2015,72,180,"R","Two-Handed",5,,"Peter Gojowczyk",118,465,"GER",1989-07-15,30.01779603,2006,83,188,"R","Two-Handed","6-2 6-2",3,"2nd Round Qualifying",56,4,3,38,20,17,12,8,0,1,2,6,55,20,11,15,8,9,14
"BB&amp;T Atlanta Open","Atlanta","Hard","Atlanta, United States",28,"CATEGORYSTAMPS_250",2019-07-22,271,6,,"Jason Jung",127,433,"TPE",1989-06-15,30.099931554,2011,69,180,"R","Two-Handed",,,"Donald Young",187,279,"USA",1989-07-23,29.995893224,2004,79,183,"L","Two-Handed","6-1 7-6(4)",3,"2nd Round Qualifying",74,1,2,65,39,22,12,9,6,9,9,4,61,42,33,9,10,0,1
